timestamp,location_id,device_count,signal_strength_dbm,latency_ms,throughput_mbps,packet_loss_percent,network_type,anomaly_flag
2025-07-20 00:13:51.405018,Mambakkam_Loc_15,69,-79.96158540967447,41.74663103359653,111.78707405706069,0.41288383883576074,LTE,0
2025-07-18 17:16:51.405018,Mambakkam_Loc_20,84,-75.83314122369248,32.104735318449194,396.16958561510705,0.32450439421856636,LTE,0
2025-07-22 19:56:51.405018,Mambakkam_Loc_11,74,-78.35811727530006,13.937840247418634,257.2383016806051,0.5342238481240914,LTE,0
2025-07-19 23:42:51.405018,Mambakkam_Loc_17,11,-61.348631049090564,42.146135418453504,330.75889937487744,0.13550313407295272,5G_Mobile,0
2025-07-19 21:47:51.405018,Mambakkam_Loc_18,47,-70.13860822349338,35.04678834728145,317.4137358822334,0.5916914294840583,5G_FWA,0
2025-07-20 00:24:51.405018,Mambakkam_Loc_10,53,-61.49344758416456,10.15440266441836,76.89910675969634,0.2610618224366531,5G_Mobile,0
2025-07-17 07:34:51.405018,Mambakkam_Loc_14,97,-75.15689732336669,27.170430840457346,187.64018512017432,0.2842661646037852,LTE,0
2025-07-19 15:20:51.405018,Mambakkam_Loc_6,27,-74.57974707408324,18.570542194909972,133.94636934468326,0.2714795339204368,LTE,0
2025-07-17 19:46:51.405018,Mambakkam_Loc_7,37,-70.73222391617973,18.342112116259045,174.38208545707363,0.10568085706723912,5G_Mobile,0
2025-07-23 07:58:51.405018,Mambakkam_Loc_1,93,-72.51471340238038,30.751480640396963,499.8989121379541,0.7220765384512572,LTE,0
2025-07-18 14:38:51.405018,Mambakkam_Loc_16,96,-68.01638655978093,27.109801779750917,89.66652734651437,0.8801541383128478,LTE,0
2025-07-21 13:04:51.405018,Mambakkam_Loc_3,97,-72.40971037170435,40.98522134333145,437.7588186087816,0.9974208083840899,LTE,0
2025-07-23 01:56:51.405018,Mambakkam_Loc_2,34,-62.58431834238711,31.959248639582118,94.18819160703755,0.6687325189888639,5G_Mobile,0
2025-07-18 22:01:51.405018,Mambakkam_Loc_7,73,-63.43045168679897,36.119087850458456,80.98229642907562,0.7725087219898922,5G_Mobile,0
2025-07-17 10:39:51.405018,Mambakkam_Loc_2,97,-76.72481189237322,13.90901654093167,72.97638604643616,0.9910133141779254,LTE,0
2025-07-22 05:43:51.405018,Mambakkam_Loc_5,71,-65.68394405526482,26.231774355957658,475.96362837179123,0.3197951395903915,5G_FWA,0
2025-07-18 03:18:51.405018,Mambakkam_Loc_13,90,-64.72685094515776,20.026909884746253,194.10926642005296,0.7472292785144551,5G_Mobile,0
2025-07-20 01:29:51.405018,Mambakkam_Loc_8,88,-64.03180051308988,21.487121413377505,270.36501131955396,0.4916907269857266,LTE,0
2025-07-19 06:45:51.405018,Mambakkam_Loc_19,36,-64.78230463227447,21.613730813150728,437.75072847258605,0.3588637221243135,5G_Mobile,0
2025-07-21 17:33:51.405018,Mambakkam_Loc_16,73,-60.669027846825045,15.253732734207293,54.99525025165545,0.3391465295993835,5G_Mobile,0
2025-07-17 00:12:51.405018,Mambakkam_Loc_15,74,-71.18979227468273,22.131948529011613,318.44070754709315,0.596736751690226,LTE,0
2025-07-20 13:10:51.405018,Mambakkam_Loc_1,19,-65.77968401490786,43.63192906185891,400.2704447256531,0.29478525201852984,5G_FWA,0
2025-07-22 08:43:51.405018,Mambakkam_Loc_9,97,-74.30886273453322,26.667838109512893,217.62937685405947,0.3380631666590369,LTE,0
2025-07-23 17:58:51.405018,Mambakkam_Loc_10,75,-66.08470070480563,49.96959941527221,376.96962980659725,0.17813276959895363,LTE,0
2025-07-23 08:08:51.405018,Mambakkam_Loc_3,21,-60.713392992058345,48.63529235793255,270.1721191439477,0.8997617127846969,5G_FWA,0
2025-07-19 00:41:51.405018,Mambakkam_Loc_10,59,-67.6389480904665,30.784287744719023,342.93015792908835,0.4018600473213071,5G_FWA,0
2025-07-18 00:03:51.405018,Mambakkam_Loc_17,86,-65.32199752479974,47.30490418751071,406.517937883418,0.1254951922770086,5G_FWA,0
2025-07-17 14:50:51.405018,Mambakkam_Loc_19,71,-66.54009358623911,14.234441100700309,88.4472221667057,0.855209572325974,5G_FWA,0
2025-07-18 05:08:51.405018,Mambakkam_Loc_11,68,-71.27516741491661,46.463314623220555,250.9866254497992,0.36881586787634135,LTE,0
2025-07-19 17:23:51.405018,Mambakkam_Loc_11,55,-62.49809029312881,45.990421134350846,438.0298908035158,0.8294576175294398,LTE,0
2025-07-17 14:48:51.405018,Mambakkam_Loc_16,56,-78.48618889700991,40.90462363394218,240.94847261912182,0.8234990804686952,5G_FWA,0
2025-07-17 01:00:51.405018,Mambakkam_Loc_14,69,-69.02802686977962,42.10602830889083,163.98612573687285,0.17584346520405836,5G_Mobile,0
2025-07-22 15:03:51.405018,Mambakkam_Loc_17,18,-63.92599695797199,17.878312845052907,53.11979455669444,0.10700588662802343,5G_Mobile,0
2025-07-18 00:28:51.405018,Mambakkam_Loc_4,24,-65.942697074258,49.1866440258145,101.09358727544722,0.3066803829048857,LTE,0
2025-07-22 15:55:51.405018,Mambakkam_Loc_6,27,-76.48162476029249,13.907053539395676,204.08980634379256,0.7866704231837481,5G_Mobile,0
2025-07-23 15:05:51.405018,Mambakkam_Loc_20,14,-65.71068644272276,17.352572900216124,350.0857615178738,0.3197401650629552,LTE,0
2025-07-21 16:57:51.405018,Mambakkam_Loc_3,57,-60.45560423048781,38.47454620050395,200.3658267030915,0.89860630349978,5G_Mobile,0
2025-07-21 02:57:51.405018,Mambakkam_Loc_7,71,-70.88250281413309,48.36287256761829,397.1894280078756,0.7124757650385021,5G_FWA,0
2025-07-22 07:36:51.405018,Mambakkam_Loc_1,11,-65.12507203318381,226.90106634746883,377.0702692379655,0.9068222291183844,LTE,1
2025-07-18 03:24:51.405018,Mambakkam_Loc_1,20,-76.00623102231899,36.05737883200973,97.98859489145593,0.5338496445640571,LTE,0
2025-07-21 04:23:51.405018,Mambakkam_Loc_14,69,-69.80437597322805,10.8505949606216,378.4406587446369,0.20530982195558767,LTE,0
2025-07-20 19:45:51.405018,Mambakkam_Loc_6,40,-66.83587862934205,42.35887310697652,355.8217731879091,0.5890729138153571,5G_FWA,0
2025-07-21 21:39:51.405018,Mambakkam_Loc_8,66,-71.85187735178535,14.018842133199563,394.44496174122816,0.2761986642183296,5G_FWA,0
2025-07-22 15:45:51.405018,Mambakkam_Loc_15,72,-77.70297926934073,49.776625639049655,357.90114929740076,0.9323256587151957,5G_Mobile,0
2025-07-22 15:03:51.405018,Mambakkam_Loc_5,31,-79.99318029794276,48.856210713537706,425.6159668318858,0.2302204323048474,LTE,0
2025-07-18 08:19:51.405018,Mambakkam_Loc_4,29,-62.90780324069695,15.763135792107672,283.98281663171394,0.5315088671227768,5G_Mobile,0
2025-07-20 23:53:51.405018,Mambakkam_Loc_20,22,-76.8120952617885,42.962669108560675,416.4352167282547,0.7876516540465195,5G_Mobile,0
2025-07-22 17:59:51.405018,Mambakkam_Loc_6,14,-64.70721410758561,15.555990474704231,232.08585282172086,0.2790775199879768,5G_FWA,0
2025-07-17 21:58:51.405018,Mambakkam_Loc_16,35,-73.82554787339667,42.76142731818303,306.07715368244175,0.9855397610111848,LTE,0
2025-07-23 07:05:51.405018,Mambakkam_Loc_10,47,-63.128507250090486,34.09352177465408,338.9166119703685,0.8572123479005858,5G_FWA,0
2025-07-22 00:55:51.405018,Mambakkam_Loc_13,77,-79.07087162970238,29.155211597156576,255.09908529518617,0.2889420686332282,5G_FWA,0
2025-07-23 08:05:51.405018,Mambakkam_Loc_19,27,-71.7361763736392,132.41334661694663,430.99666558045226,0.6047648770163557,5G_FWA,1
2025-07-18 07:41:51.405018,Mambakkam_Loc_16,11,-74.6001846402521,30.924718159451125,174.38566109024254,0.5554977168926346,5G_Mobile,0
2025-07-20 13:05:51.405018,Mambakkam_Loc_4,72,-60.04221818073754,26.885968340101698,293.95042679877207,0.6582835788380359,LTE,0
2025-07-22 04:33:51.405018,Mambakkam_Loc_10,29,-76.08259570622172,20.83982365334068,84.59835416703064,0.6284604052789186,LTE,0
2025-07-23 08:31:51.405018,Mambakkam_Loc_20,33,-79.8532094269047,40.90701527770494,483.60370370733955,0.5485326365468437,5G_Mobile,0
2025-07-18 02:28:51.405018,Mambakkam_Loc_14,93,-72.06266607551792,27.236837969213102,420.2957459592049,0.8010724552667849,5G_Mobile,0
2025-07-21 01:16:51.405018,Mambakkam_Loc_19,39,-62.757479070337794,48.23022982151844,150.77555133702924,0.849479658955233,LTE,0
2025-07-20 01:20:51.405018,Mambakkam_Loc_7,95,-70.73749560883465,45.88401507872681,358.0384140018932,0.1674923765393545,5G_Mobile,0
2025-07-19 01:35:51.405018,Mambakkam_Loc_12,18,-61.16030616844845,40.29377668046385,405.6732618467436,0.9871922318708445,5G_Mobile,0
2025-07-22 19:54:51.405018,Mambakkam_Loc_18,20,-76.5410363710122,25.954678019811546,470.68006606138846,0.469781064118993,5G_Mobile,0
2025-07-21 04:58:51.405018,Mambakkam_Loc_4,74,-73.80584257849178,43.28028571396791,168.22821079472882,0.304127125442809,LTE,0
2025-07-18 09:38:51.405018,Mambakkam_Loc_7,56,-71.40518848566498,12.040927269621843,430.72335347767745,0.5707387301898391,LTE,0
2025-07-23 19:41:51.405018,Mambakkam_Loc_16,67,-76.6255415142025,21.65016675307573,446.82980229236904,0.19579161735335748,5G_Mobile,0
2025-07-20 13:48:51.405018,Mambakkam_Loc_17,11,-71.80249696782658,10.216958569861404,339.16548752635146,0.47304173315290954,5G_Mobile,0
2025-07-20 06:53:51.405018,Mambakkam_Loc_11,11,-69.497992631866,38.06679274214637,68.23425586033242,0.22865697662847703,5G_Mobile,0
2025-07-18 13:33:51.405018,Mambakkam_Loc_20,53,-72.79722820500206,18.948138491896437,302.3036199542107,0.9863870615374707,LTE,0
2025-07-19 13:18:51.405018,Mambakkam_Loc_17,12,-62.81522829315974,22.709526293094644,118.61516665396749,0.4295468934884257,5G_Mobile,0
2025-07-18 08:57:51.405018,Mambakkam_Loc_2,93,-69.8453075054901,39.9254687991568,314.1083599580863,0.99432212328191,LTE,0
2025-07-17 17:15:51.405018,Mambakkam_Loc_4,94,-77.38607887467012,41.977032067657944,140.26174015830065,0.8533750551052559,LTE,0
2025-07-17 04:02:51.405018,Mambakkam_Loc_9,46,-69.52000527773623,41.54306034314451,107.785774919233,0.7388390782803083,LTE,0
2025-07-22 14:02:51.405018,Mambakkam_Loc_17,55,-77.34186856032807,47.48880055372774,453.7369926490668,0.21036120112242668,5G_FWA,0
2025-07-19 00:59:51.405018,Mambakkam_Loc_11,32,-75.88366541345316,30.373492490712163,463.65119388388456,0.3721431340766008,5G_Mobile,0
2025-07-19 00:46:51.405018,Mambakkam_Loc_7,59,-76.13589700963502,37.57021745362733,134.76408834847268,16.20576603044703,5G_FWA,1
2025-07-21 20:36:51.405018,Mambakkam_Loc_12,27,-75.69448382537573,33.77587111789619,119.71235172113853,0.1551198087988369,5G_Mobile,0
2025-07-21 11:51:51.405018,Mambakkam_Loc_15,87,-74.81238415231576,20.638918639563176,296.92832724475045,0.7286750650335354,5G_FWA,0
2025-07-22 08:35:51.405018,Mambakkam_Loc_14,98,-70.62796744841069,28.426451863190337,434.1841134068336,0.6032103424982168,5G_FWA,0
2025-07-21 20:18:51.405018,Mambakkam_Loc_2,11,-77.0473974281662,26.1575969068489,200.31608356187917,0.6486850821496732,LTE,0
2025-07-21 00:03:51.405018,Mambakkam_Loc_2,65,-77.04594007162748,29.324771438587803,495.2440579105645,0.7228663280240051,5G_Mobile,0
2025-07-21 15:48:51.405018,Mambakkam_Loc_17,41,-61.16343649845331,43.54585234231151,287.621006786342,0.16547843732972634,LTE,0
2025-07-18 18:54:51.405018,Mambakkam_Loc_4,75,-67.38796860138345,21.538024131749903,96.88990113216096,0.7581567092053892,LTE,0
2025-07-21 02:46:51.405018,Mambakkam_Loc_5,11,-73.66756526451286,38.03705669419096,196.6817209304805,0.8978773778018972,5G_FWA,0
2025-07-21 04:46:51.405018,Mambakkam_Loc_1,90,-73.68477515470293,25.910980423661712,225.91369225945357,0.9820081508205059,LTE,0
2025-07-18 16:56:51.405018,Mambakkam_Loc_2,86,-64.3794222981714,43.30196549176236,283.67054338941693,0.1673727989971078,LTE,0
2025-07-20 13:12:51.405018,Mambakkam_Loc_5,68,-68.21521258366259,21.856007775332742,359.8775794163013,0.28571649472842675,LTE,0
2025-07-17 18:05:51.405018,Mambakkam_Loc_15,90,-62.0037554781354,29.373070006381088,232.08098356529587,0.5009671699612814,5G_FWA,0
2025-07-22 04:20:51.405018,Mambakkam_Loc_8,89,-66.87928745429723,25.639841797712194,408.98425489360085,0.8591263760701718,LTE,0
2025-07-23 19:39:51.405018,Mambakkam_Loc_6,82,-78.86717710466046,41.53251006394302,266.56314605285075,0.869437256419446,5G_FWA,0
2025-07-23 08:38:51.405018,Mambakkam_Loc_7,29,-65.51072151997201,24.643663356842147,85.08717254985095,0.8395717976211086,LTE,0
2025-07-18 03:08:51.405018,Mambakkam_Loc_5,26,-74.74144282810659,24.216668321457643,273.5541615705173,0.7778620888079218,5G_FWA,0
2025-07-20 13:13:51.405018,Mambakkam_Loc_17,45,-60.538103714389365,28.094466076066787,230.230232034522,0.298954668473328,5G_FWA,0
2025-07-19 01:24:51.405018,Mambakkam_Loc_18,57,-60.396241911083195,20.718212819566403,221.60451597323566,0.46411837002294964,5G_Mobile,0
2025-07-18 15:09:51.405018,Mambakkam_Loc_4,14,-68.3418033238433,19.401804946429113,456.84134299602187,0.6126437731923475,5G_Mobile,0
2025-07-22 12:13:51.405018,Mambakkam_Loc_11,28,-66.732655053854,33.34604294280423,429.11483629409554,0.7577724163919363,LTE,0
2025-07-18 14:30:51.405018,Mambakkam_Loc_6,87,-61.13956092724581,34.501645365603764,235.7293808453256,0.46909900346255273,LTE,0
2025-07-20 19:26:51.405018,Mambakkam_Loc_15,60,-65.41924002645497,21.952755019875546,54.51753535984067,0.665901548897791,5G_Mobile,0
2025-07-19 20:02:51.405018,Mambakkam_Loc_4,38,-68.3889075894199,25.372346183001426,284.5591453311893,0.7740007262312119,LTE,0
2025-07-22 08:57:51.405018,Mambakkam_Loc_1,45,-64.8026986474609,13.09462902820163,204.026355351686,0.7834091183216273,5G_Mobile,0
2025-07-17 08:24:51.405018,Mambakkam_Loc_13,26,-76.44033553901444,20.760094576545185,374.7790784030914,0.5496489344553993,LTE,0
2025-07-19 08:59:51.405018,Mambakkam_Loc_11,37,-73.22838838679051,28.82892230870479,399.25278973796,0.8261483980810059,5G_Mobile,0
2025-07-18 12:59:51.405018,Mambakkam_Loc_14,97,-62.51331779340087,16.393881059418682,260.3018249055115,0.542027084656613,5G_FWA,0
2025-07-20 04:04:51.405018,Mambakkam_Loc_17,74,-63.53733182775778,37.487343193710686,90.35141672986387,0.19825812558381856,5G_Mobile,0
2025-07-19 21:35:51.405018,Mambakkam_Loc_6,27,-68.24585612508331,44.775003018412896,294.13916836450767,0.8579760051296262,LTE,0
2025-07-22 19:57:51.405018,Mambakkam_Loc_6,56,-79.68300991558122,19.040368712128824,242.7194146513371,0.10868439050367763,LTE,0
2025-07-19 09:30:51.405018,Mambakkam_Loc_3,72,-60.91325269631346,12.000143235433205,234.61750564510803,0.3515097365820622,LTE,0
2025-07-20 01:39:51.405018,Mambakkam_Loc_19,83,-68.10550047286056,17.054227432639767,146.0541825453007,0.30973966593957303,5G_FWA,0
2025-07-20 10:40:51.405018,Mambakkam_Loc_15,39,-75.80847795662537,40.36696793585694,366.11110147124015,0.2755197836214117,5G_Mobile,0
2025-07-19 17:36:51.405018,Mambakkam_Loc_7,71,-60.24008050828604,39.64673663749485,221.5889503659394,0.43174943500463825,5G_Mobile,0
2025-07-22 05:38:51.405018,Mambakkam_Loc_2,16,-78.95451881994168,35.982898411116295,168.59265899539452,0.2952152822218519,LTE,0
2025-07-20 05:29:51.405018,Mambakkam_Loc_19,93,-76.85431998583178,26.008219978203613,160.32499384274433,0.681238614978434,LTE,0
2025-07-18 06:41:51.405018,Mambakkam_Loc_18,14,-77.91754554803458,43.76208773090863,310.83390855539335,0.9028390981998031,5G_Mobile,0
2025-07-22 06:02:51.405018,Mambakkam_Loc_14,36,-74.78244744460886,19.33392947529919,162.8034025067108,0.39753860944467945,5G_Mobile,0
2025-07-20 08:26:51.405018,Mambakkam_Loc_17,76,-66.61104177924204,41.857387840729764,107.59225532297091,0.35062365246405114,5G_FWA,0
2025-07-23 19:52:51.405018,Mambakkam_Loc_1,22,-67.90286182673982,39.43966796384367,219.63047892752155,0.14647749618287073,LTE,0
2025-07-18 17:01:51.405018,Mambakkam_Loc_11,33,-63.15920849181472,10.5825245070227,75.52268122201792,0.5260250423134214,5G_Mobile,0
2025-07-21 10:12:51.405018,Mambakkam_Loc_19,79,-61.60323141005511,25.61652119875378,366.63893430387685,0.5652850085123062,LTE,0
2025-07-17 20:13:51.405018,Mambakkam_Loc_5,47,-73.14818068070235,23.592923747097675,315.7423684921171,0.5441175368498028,LTE,0
2025-07-19 07:06:51.405018,Mambakkam_Loc_11,46,-77.31584359467485,35.14165197766139,348.09287512619244,0.35921444491391885,5G_Mobile,0
2025-07-19 15:36:51.405018,Mambakkam_Loc_12,67,-69.75875748672888,21.26815706145106,287.3805463668996,0.1393958344726547,5G_FWA,0
2025-07-17 20:48:51.405018,Mambakkam_Loc_8,32,-67.85097675279853,41.269927544265336,162.30697003128557,0.8460993646064057,5G_FWA,0
2025-07-18 07:34:51.405018,Mambakkam_Loc_6,82,-66.0502981742392,28.14185455003099,199.8178706774984,0.7036351957620567,LTE,0
2025-07-23 05:14:51.405018,Mambakkam_Loc_1,66,-64.473171364109,22.14503693464238,138.1280590767758,0.8972704217454978,LTE,0
2025-07-22 21:26:51.405018,Mambakkam_Loc_8,27,-79.45127132044729,18.516896247669933,487.648573276843,0.40094070543646987,LTE,0
2025-07-22 20:20:51.405018,Mambakkam_Loc_16,11,-70.3211934132542,251.8934564533638,471.7631988311462,0.3068929379447495,5G_Mobile,1
2025-07-18 09:30:51.405018,Mambakkam_Loc_11,59,-69.1116852952656,36.03566822146959,141.3409272400678,0.9701683161008255,5G_Mobile,0
2025-07-21 00:30:51.405018,Mambakkam_Loc_15,53,-76.67925517708528,15.58365915826171,402.3673998802454,0.9796833960192259,5G_Mobile,0
2025-07-17 10:27:51.405018,Mambakkam_Loc_8,95,-62.94884701756439,37.96679366066961,200.2072156116057,0.5984284979794717,5G_Mobile,0
2025-07-17 22:50:51.405018,Mambakkam_Loc_6,44,-71.89869949109355,22.6553865004392,372.2468345690395,0.31405789560066333,LTE,0
2025-07-17 23:22:51.405018,Mambakkam_Loc_18,55,-65.64817484101589,18.883949830395427,384.9189716227514,0.11105549991833621,5G_Mobile,0
2025-07-18 09:21:51.405018,Mambakkam_Loc_15,86,-66.08300433628719,42.36942215297781,344.80028558513186,0.6233714170377144,5G_Mobile,0
2025-07-23 08:12:51.405018,Mambakkam_Loc_15,65,-78.52120295847887,24.157931829519587,187.99034782420327,0.26333890658559284,LTE,0
2025-07-22 06:37:51.405018,Mambakkam_Loc_7,41,-76.66168124951969,37.39710341690653,261.37516798117736,0.21823836685867656,LTE,0
2025-07-22 23:07:51.405018,Mambakkam_Loc_1,39,-66.83359724394002,22.062773657234743,473.7553864631139,0.27725230809421153,LTE,0
2025-07-21 09:41:51.405018,Mambakkam_Loc_2,36,-64.70280977490856,33.316853714653504,285.61406397659414,0.8260460440161419,5G_FWA,0
2025-07-20 02:01:51.405018,Mambakkam_Loc_1,22,-65.1443072057656,45.01073259244133,469.0875735895594,0.2447698388209144,5G_Mobile,0
2025-07-23 17:16:51.405018,Mambakkam_Loc_18,30,-64.48197267731396,28.26234368022762,146.08397575429314,0.9979999669834626,LTE,0
2025-07-20 03:26:51.405018,Mambakkam_Loc_12,76,-67.42073086774138,25.06259310692093,303.5088353792304,0.952907250454183,5G_Mobile,0
2025-07-18 00:14:51.405018,Mambakkam_Loc_19,23,-62.59922884078348,17.31903275243331,191.12471291468106,0.5805356547314736,LTE,0
2025-07-19 21:35:51.405018,Mambakkam_Loc_12,39,-63.69675468046301,30.804690296546376,433.63028371923673,0.6576219443438066,5G_FWA,0
2025-07-23 18:53:51.405018,Mambakkam_Loc_7,72,-74.58525565964702,28.34236488282366,204.2245755180361,0.20569865063831522,5G_Mobile,0
2025-07-20 04:49:51.405018,Mambakkam_Loc_14,37,-75.13019645857294,19.62124171741931,318.21766437784845,0.15512731979160693,LTE,0
2025-07-23 15:18:51.405018,Mambakkam_Loc_10,29,-72.15319564213587,26.28251805176122,443.66663070204083,0.4388368440011383,LTE,0
2025-07-21 00:25:51.405018,Mambakkam_Loc_5,53,-60.02176165320752,46.89770743445449,89.56089132295976,0.7819642780401164,5G_Mobile,0
2025-07-21 21:55:51.405018,Mambakkam_Loc_16,62,-62.42970203330301,20.990955753756438,366.97169985132643,0.5020146077621369,LTE,0
2025-07-21 22:43:51.405018,Mambakkam_Loc_19,60,-63.005450632564475,49.708738659230605,494.5157758725934,0.9934444062586483,LTE,0
2025-07-18 13:13:51.405018,Mambakkam_Loc_3,79,-72.24798967401352,20.396188358387644,230.48504594886754,0.9976978007306531,5G_FWA,0
2025-07-19 01:47:51.405018,Mambakkam_Loc_5,29,-73.44937846674132,25.77899929661986,277.4998221579183,0.7272150621481741,5G_FWA,0
2025-07-18 14:52:51.405018,Mambakkam_Loc_9,92,-63.50403915567493,30.670589057169913,393.3121323434511,0.4409766884005186,5G_Mobile,0
2025-07-19 17:24:51.405018,Mambakkam_Loc_2,65,-74.92922956882475,36.808249585908484,321.9473955095375,0.6574253533455022,5G_Mobile,0
2025-07-17 11:16:51.405018,Mambakkam_Loc_5,75,-70.98772827704707,13.338621048231051,475.6520469872276,0.727495512384877,5G_FWA,0
2025-07-19 11:36:51.405018,Mambakkam_Loc_8,65,-61.25231581320091,20.683404950721712,119.44686646966274,0.8126070397824207,5G_Mobile,0
2025-07-20 15:27:51.405018,Mambakkam_Loc_19,100,-60.92818741358785,31.45057448813821,156.777333722131,0.8225079724706098,5G_FWA,0
2025-07-17 07:59:51.405018,Mambakkam_Loc_8,51,-67.43475639053315,22.501053726563782,279.0794633032641,0.3377535910235023,5G_FWA,0
2025-07-20 07:41:51.405018,Mambakkam_Loc_12,49,-64.35653313086841,34.58004368354135,322.47909232766494,0.764085640268569,LTE,0
2025-07-23 03:28:51.405018,Mambakkam_Loc_9,48,-76.25477050721635,43.4457809888304,106.74552455694193,0.888471762415799,5G_FWA,0
2025-07-23 07:54:51.405018,Mambakkam_Loc_12,76,-65.37641880544231,10.683454170797045,176.9780788346908,0.19606746533840258,5G_Mobile,0
2025-07-23 14:45:51.405018,Mambakkam_Loc_11,78,-79.26110672462447,26.219957201255703,62.22024143506271,0.66146657844602,5G_FWA,0
2025-07-23 07:27:51.405018,Mambakkam_Loc_3,82,-77.13627002332717,29.471132231318112,387.4264236546934,0.7669867495867183,5G_Mobile,0
2025-07-17 21:45:51.405018,Mambakkam_Loc_19,65,-66.60115430811668,10.547351296510534,177.04725660550923,0.65225095631119,5G_FWA,0
2025-07-19 07:45:51.405018,Mambakkam_Loc_20,81,-71.92039986008244,36.51344650573181,186.86393727710336,0.19964431023279167,LTE,0
2025-07-17 15:22:51.405018,Mambakkam_Loc_17,65,-61.41578557736472,32.117866559639296,205.9919197543742,0.8603429186138105,5G_Mobile,0
2025-07-18 04:05:51.405018,Mambakkam_Loc_10,43,-61.112292892058306,36.57874523096242,16.643396498013793,0.6339677227435607,LTE,1
